"","transectId","originTagNum","end5mTagNum","plantID","x","y","height_Fall23","height_CurrentYear","width_CurrentYear","repro_CurrentYear","numRep_CurrentYear","notes_CurrentYear","Date","Recorded.by"
"17",15,1099,1061,229,0.34,0.66,6,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"18",15,1099,1061,230,0.35,2.14,6,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"19",15,1099,1061,231,0.42,3.56,7,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"20",15,1099,1061,232,0.46,4.29,7,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"21",15,1099,1061,233,0.47,3.68,6,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"22",15,1099,1061,234,0.48,1.26,7,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"23",15,1099,1061,235,0.49,0.24,9,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"24",15,1099,1061,236,0.55,2.95,8,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"25",15,1099,1061,237,0.55,3.3,8,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"26",15,1099,1061,238,0.59,3.15,6,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"27",15,1099,1061,239,0.67,0.18,9,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"28",15,1099,1061,240,0.67,1.66,7,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"29",15,1099,1061,241,0.67,4.6,2,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"30",15,1099,1061,242,0.67,4.75,3,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"31",15,1099,1061,243,0.75,0.81,9,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"32",15,1099,1061,244,0.78,0.99,9,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"33",15,1099,1061,245,0.79,4.15,4,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"34",15,1099,1061,246,0.79,4.4,1,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"35",15,1099,1061,247,0.8,1.95,7,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"36",15,1099,1061,248,0.82,4.45,2,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"37",15,1099,1061,249,0.82,4.58,2,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"38",15,1099,1061,250,0.85,2.75,6,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"39",15,1099,1061,251,0.9,0.96,11,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"40",15,1099,1061,252,0.94,3.35,10,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"41",15,1099,1061,253,0.94,3.95,2,NA,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"42",15,1031,1061,1045,0.86,0,NA,5.5,7,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"43",15,1031,1061,1046,0.99,0.1,NA,4.5,10,0,9,"","20240625","Arich Fruehling, Leah Veldhuisen"
"44",15,1031,1061,1047,0.22,0.19,NA,7,11,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"45",15,1031,1061,1048,0.26,0.25,NA,11,9,1,14,"","20240625","Arich Fruehling, Leah Veldhuisen"
"46",15,1031,1061,1049,0.05,0.29,NA,4.5,8,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"47",15,1031,1061,1050,0.5,0.32,NA,5,11,1,10,"","20240625","Arich Fruehling, Leah Veldhuisen"
"48",15,1031,1061,1051,0.1,0.44,NA,6,6.5,1,1,"","20240625","Arich Fruehling, Leah Veldhuisen"
"49",15,1031,1061,1052,0.18,0.62,NA,5,3.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"50",15,1031,1061,1053,0.55,0.75,NA,8.5,18,1,28,"","20240625","Arich Fruehling, Leah Veldhuisen"
"51",15,1031,1061,1054,0.88,0.75,NA,4,6,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"52",15,1031,1061,1055,0.87,0.78,NA,6.5,8,1,16,"","20240625","Arich Fruehling, Leah Veldhuisen"
"53",15,1031,1061,1056,0.22,0.82,NA,6,7,1,15,"","20240625","Arich Fruehling, Leah Veldhuisen"
"54",15,1031,1061,1057,0.74,0.9,NA,4.5,9,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"55",15,1031,1061,1058,0.39,1.03,NA,4.5,3.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"56",15,1031,1061,1059,0.28,1.03,NA,8,15,1,24,"","20240625","Arich Fruehling, Leah Veldhuisen"
"57",15,1031,1061,1060,0.75,1.18,NA,3,2,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"58",15,1031,1061,1061,0.25,1.25,NA,7.5,13,1,9,"","20240625","Arich Fruehling, Leah Veldhuisen"
"59",15,1031,1061,1062,0.68,1.25,NA,5,12,1,7,"","20240625","Arich Fruehling, Leah Veldhuisen"
"60",15,1031,1061,1063,0.17,1.3,NA,2,2.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"61",15,1031,1061,1064,0.32,1.49,NA,7,10.5,1,5,"","20240625","Arich Fruehling, Leah Veldhuisen"
"62",15,1031,1061,1065,0.83,1.5,NA,5,8.5,1,5,"","20240625","Arich Fruehling, Leah Veldhuisen"
"63",15,1031,1061,1066,0.65,1.53,NA,4,6,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"64",15,1031,1061,1067,0.09,1.72,NA,3,6,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"65",15,1031,1061,1068,0.36,1.72,NA,6,14,1,31,"","20240625","Arich Fruehling, Leah Veldhuisen"
"66",15,1031,1061,1070,0.08,1.95,NA,3.5,8,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"67",15,1031,1061,1071,0.21,1.95,NA,3,5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"68",15,1031,1061,1072,0.9,2.05,NA,7,10,1,9,"","20240625","Arich Fruehling, Leah Veldhuisen"
"69",15,1031,1061,1073,0.42,2.08,NA,7,9,1,14,"","20240625","Arich Fruehling, Leah Veldhuisen"
"70",15,1031,1061,1074,0.6,2.13,NA,4.5,3.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"71",15,1031,1061,1075,0.12,2.12,NA,5,6.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"72",15,1031,1061,1076,0.2,2.15,NA,4,6,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"73",15,1031,1061,1077,0.07,2.18,NA,3.5,4,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"74",15,1031,1061,1078,0.08,2.2,NA,3.5,6.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"75",15,1031,1061,1079,0.13,2.21,NA,4,5.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"76",15,1031,1061,1081,0.2,2.25,NA,4.5,9,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"77",15,1031,1061,1082,0.65,2.23,NA,4.5,7,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"78",15,1031,1061,1083,0.15,2.2,NA,1.5,1.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"79",15,1031,1061,1084,0.36,2.39,NA,4,5,1,2,"","20240625","Arich Fruehling, Leah Veldhuisen"
"80",15,1031,1061,1085,0.33,2.51,NA,6,5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"81",15,1031,1061,1086,0.74,2.6,NA,3,9,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"82",15,1031,1061,1087,0.61,2.64,NA,4.5,7,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"83",15,1031,1061,1088,0.9,2.67,NA,3.5,5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"84",15,1031,1061,1089,0.91,2.69,NA,6.5,5.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"85",15,1031,1061,1090,0.18,2.84,NA,5.5,10,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"86",15,1031,1061,1091,0.84,2.88,NA,2,3,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"87",15,1031,1061,1092,0.94,2.95,NA,2.5,2,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"88",15,1031,1061,1093,0.58,2.95,NA,6,8,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"89",15,1031,1061,1094,0.24,2.98,NA,7,17,1,4,"","20240625","Arich Fruehling, Leah Veldhuisen"
"90",15,1031,1061,1095,0.7,3.18,NA,3.5,3.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"91",15,1031,1061,1096,0.8,3.33,NA,5.5,8,1,6,"","20240625","Arich Fruehling, Leah Veldhuisen"
"92",15,1031,1061,1097,0.68,3.37,NA,5,14,9,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"93",15,1031,1061,1098,0.57,3.42,NA,7,13,1,11,"","20240625","Arich Fruehling, Leah Veldhuisen"
"94",15,1031,1061,1099,0.26,3.51,NA,5.5,6.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"95",15,1031,1061,1100,0.32,3.58,NA,4,4,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"96",15,1031,1061,1101,0.2,3.65,NA,5.5,9,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"97",15,1031,1061,1102,0.29,3.69,NA,9,10,1,8,"","20240625","Arich Fruehling, Leah Veldhuisen"
"98",15,1031,1061,1103,0.47,4.05,NA,7,6.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"99",15,1031,1061,1104,0.73,4.05,NA,5.5,3.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"100",15,1031,1061,1105,0.43,4.08,NA,7,7,1,5,"","20240625","Arich Fruehling, Leah Veldhuisen"
"101",15,1031,1061,1106,0.54,4.14,NA,7,12,1,5,"","20240625","Arich Fruehling, Leah Veldhuisen"
"102",15,1031,1061,1107,0.26,4.15,NA,8,11,1,9,"","20240625","Arich Fruehling, Leah Veldhuisen"
"103",15,1031,1061,1108,0.33,4.22,NA,8,7,1,9,"","20240625","Arich Fruehling, Leah Veldhuisen"
"104",15,1031,1061,1109,0.23,4.31,NA,7.5,11.5,1,7,"","20240625","Arich Fruehling, Leah Veldhuisen"
"105",15,1031,1061,1110,0.41,4.35,NA,7,7.5,1,3,"","20240625","Arich Fruehling, Leah Veldhuisen"
"106",15,1031,1061,1111,0.63,4.39,NA,3.5,2,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"107",15,1031,1061,1112,0.43,4.5,NA,4.5,9,1,12,"","20240625","Arich Fruehling, Leah Veldhuisen"
"108",15,1031,1061,1113,0.1,4.56,NA,3,6.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"109",15,1031,1061,1114,0.11,4.7,NA,7,7,1,3,"","20240625","Arich Fruehling, Leah Veldhuisen"
"110",15,1031,1061,1115,0.41,0.03,NA,4.5,3.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"111",15,1031,1061,1116,0.73,0.03,NA,4.5,6,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"112",18,1401,1111,354,0.25,0.25,4,2.5,2.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"113",18,1401,1111,1117,0.75,0.32,NA,3,5,1,1,"","20240625","Arich Fruehling, Leah Veldhuisen"
"114",18,1401,1111,360,0.59,0.4,0,7.5,7,1,5,"","20240625","Arich Fruehling, Leah Veldhuisen"
"115",18,1401,1111,1118,0.54,0.55,NA,2.5,3,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"116",18,1401,1111,363,0.65,0.54,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"117",18,1401,1111,359,0.56,0.74,0,7.5,16,1,11,"","20240625","Arich Fruehling, Leah Veldhuisen"
"118",18,1401,1111,365,0.75,0.75,0,2.5,4,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"119",18,1401,1111,1119,0.63,0.82,NA,2,8,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"120",18,1401,1111,1120,0.29,1.15,NA,1,1.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"121",18,1401,1111,355,0.25,1.25,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"122",18,1401,1111,1121,0.48,1.5,NA,9.5,9.5,1,10,"","20240625","Arich Fruehling, Leah Veldhuisen"
"123",18,1401,1111,366,0.75,1.75,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"124",18,1401,1111,356,0.25,2.25,4.2,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"125",18,1401,1111,1122,0.45,2.25,NA,5,6.5,1,3,"","20240625","Arich Fruehling, Leah Veldhuisen"
"126",18,1401,1111,361,0.59,2.29,0,2.5,3,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"127",18,1401,1111,358,0.27,2.58,0,9,11.4,1,37,"","20240625","Arich Fruehling, Leah Veldhuisen"
"128",18,1401,1111,367,0.75,2.75,7.5,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"129",18,1401,1111,362,0.6,3,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"130",18,1401,1111,353,0.23,3.25,0,3,6,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"131",18,1401,1111,357,0.25,3.25,0,3,7,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"132",18,1401,1111,351,0.18,3.56,0,2.5,3.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"133",18,1401,1111,368,0.75,3.75,0,4,5.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"134",18,1401,1111,1123,0.82,3.95,NA,2.5,1.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"135",18,1401,1111,364,0.69,4.3,0,9,14,1,28,"","20240625","Arich Fruehling, Leah Veldhuisen"
"136",18,1401,1111,1124,0.31,4.57,NA,2.5,4,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"137",18,1401,1111,370,0.78,4.54,0,5.5,6.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"138",18,1401,1111,352,0.18,4.75,10,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"139",18,1401,1111,1125,0.52,4.71,NA,11,9,1,8,"","20240625","Arich Fruehling, Leah Veldhuisen"
"140",18,1401,1111,369,0.75,4.75,7.8,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"141",18,1401,1111,350,0.04,4.91,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"142",20,1032,1006,402,0.51,0.23,1,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"143",20,1032,1006,391,0.27,0.24,1.5,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"144",20,1032,1006,387,0.25,0.25,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"145",20,1032,1006,395,0.34,0.25,4,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"146",20,1032,1006,398,0.4,0.25,4,6.5,6.5,1,9,"","20240625","Arich Fruehling, Leah Veldhuisen"
"147",20,1032,1006,399,0.4,0.3,NA,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"148",20,1032,1006,418,0.75,0.75,5.5,2.5,3,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"149",20,1032,1006,429,0.93,0.8,NA,10.5,13,1,11,"","20240625","Arich Fruehling, Leah Veldhuisen"
"150",20,1032,1006,392,0.3,0.85,NA,6,6.5,1,1,"","20240625","Arich Fruehling, Leah Veldhuisen"
"151",20,1032,1006,1126,5.5,1.05,NA,1,1,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"152",20,1032,1006,1127,0.64,1.18,NA,1.5,1,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"153",20,1032,1006,1128,0.57,1.2,NA,2,2,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"154",20,1032,1006,388,0.25,1.25,0,3,4,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"155",20,1032,1006,430,0.95,1.3,NA,2,1.5,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"156",20,1032,1006,404,0.54,1.32,2.5,2.5,5,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"157",20,1032,1006,411,0.66,1.45,NA,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"158",20,1032,1006,1129,0.41,1.33,1,2,NA,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"159",20,1032,1006,415,0.71,1.45,3,4,7,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"160",20,1032,1006,419,0.75,1.75,4.2,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"161",20,1032,1006,384,0.02,1.97,NA,7,12,1,20,"","20240625","Arich Fruehling, Leah Veldhuisen"
"162",20,1032,1006,1130,0.03,1.74,NA,2.5,5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"163",20,1032,1006,386,0.2,2.25,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"164",20,1032,1006,1131,0.78,2.23,NA,1.5,1.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"165",20,1032,1006,426,0.85,2.45,NA,0,0,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"166",20,1032,1006,428,0.91,2.5,3.5,4.5,6,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"167",20,1032,1006,420,0.75,2.75,10,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"168",20,1032,1006,1132,0.87,2.75,NA,6,5,1,6,"","20240625","Arich Fruehling, Leah Veldhuisen"
"169",20,1032,1006,1133,0,2.72,NA,8,11,1,19,"","20240625","Arich Fruehling, Leah Veldhuisen"
"170",20,1032,1006,414,0.68,3,4,0,0,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"171",20,1032,1006,431,0.95,3.05,NA,5.5,8,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"172",20,1032,1006,416,0.73,3.1,NA,6,5.5,1,3,"","20240625","Arich Fruehling, Leah Veldhuisen"
"173",20,1032,1006,424,0.81,3.1,2,2.5,3.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"174",20,1032,1006,423,0.77,3.15,NA,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"175",20,1032,1006,425,0.83,3.18,4,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"176",20,1032,1006,394,0.31,3.22,1,1.5,3.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"177",20,1032,1006,389,0.25,3.25,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"178",20,1032,1006,409,0.62,3.36,2.5,5,6,1,4,"","20240625","Arich Fruehling, Leah Veldhuisen"
"179",20,1032,1006,405,0.55,3.4,NA,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"180",20,1032,1006,401,0.42,3.45,4,6,7,1,7,"","20240625","Arich Fruehling, Leah Veldhuisen"
"181",20,1032,1006,396,0.34,3.5,NA,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"182",20,1032,1006,406,0.55,3.59,1,3,4,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"183",20,1032,1006,421,0.75,3.75,6,1.5,1,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"184",20,1032,1006,1134,0.85,3.75,NA,2.5,3,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"185",20,1032,1006,393,0.3,3.9,NA,2,3,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"186",20,1032,1006,403,0.53,3.9,NA,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"187",20,1032,1006,400,0.4,3.95,1,2,2,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"188",20,1032,1006,1135,0.81,4.05,NA,0.5,1,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"189",20,1032,1006,417,0.74,4,NA,1,1,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"190",20,1032,1006,408,0.6,4.05,NA,1,1,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"191",20,1032,1006,410,0.64,4.05,NA,2,2,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"192",20,1032,1006,413,0.67,4.1,NA,1.5,1,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"193",20,1032,1006,385,0.17,4.15,NA,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"194",20,1032,1006,407,0.55,4.15,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"195",20,1032,1006,412,0.66,4.2,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"196",20,1032,1006,427,0.88,4.2,0,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"197",20,1032,1006,390,0.25,4.25,0,5,8,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"198",20,1032,1006,397,0.38,4.3,0,1,1,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"199",20,1032,1006,422,0.75,4.75,4,0,NA,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"200",26,1405,1010,613,0.66,0.07,0,1,0.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"201",26,1405,1010,604,0.055,0.1,5,6.5,6,1,5,"","20240625","Arich Fruehling, Leah Veldhuisen"
"202",26,1405,1010,605,0.08,0.1,5.5,6.5,5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"203",26,1405,1010,612,0.28,0.105,0,5.5,5,1,6,"","20240625","Arich Fruehling, Leah Veldhuisen"
"204",26,1405,1010,607,0.25,0.25,6,3,4.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"205",26,1405,1010,614,0.75,0.75,2.5,0,0,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"206",26,1405,1010,608,0.25,1.25,5,0,0,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"207",26,1405,1010,615,0.75,1.75,3.5,3.5,6,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"208",26,1405,1010,606,0.22,1.78,9,6,7,1,1,"","20240625","Arich Fruehling, Leah Veldhuisen"
"209",26,1405,1010,609,0.25,2.25,9.5,5.5,7.5,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"210",26,1405,1010,616,0.75,2.75,6.5,4,3,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"211",26,1405,1010,610,0.25,3.17,0,4.5,4.5,0,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"212",26,1405,1010,617,0.75,3.75,3,4,4.5,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"213",26,1405,1010,1136,0.25,4.1,NA,11,11,1,7,"","20240625","Arich Fruehling, Leah Veldhuisen"
"214",26,1405,1010,611,0.25,4.25,6,0,0,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"215",26,1405,1010,618,0.75,4.75,7.5,0,0,NA,NA,"","20240625","Arich Fruehling, Leah Veldhuisen"
"216",27,292,1016,620,0.15,0.01,5,3.5,4.5,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"217",27,292,1016,1137,0.26,0.3,NA,3.5,4.5,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"218",27,292,1016,625,0.44,0.74,7,6,7,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"219",27,292,1016,1138,0.23,0.75,NA,5,6.5,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"220",27,292,1016,623,0.26,1.24,2,7.5,6.5,1,4,"","20240625","Arich Fruehling, Leah Veldhuisen"
"221",27,292,1016,619,0.05,1.33,4,4.5,6.5,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"222",27,292,1016,1139,0.46,1.33,NA,5.5,8.5,0,5,"","20240625","Arich Fruehling, Leah Veldhuisen"
"223",27,292,1016,1140,0.06,1.26,NA,2.5,3,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
"224",27,292,1016,1141,0.17,1.12,NA,1,1.5,0,0,"","20240625","Arich Fruehling, Leah Veldhuisen"
